Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
3,7.945,2,1,27,57.6,1
2,5.233,3,2,31.8,47.9,1
3,8.846,2,2,27.7,56.8,1
3,7.528,2,1,30.5,60.1,1
2,8.273,3,2,27.9,69.5,1
0,5.37278899294973,3,3,32.1297968237664,57.9202124867902,1
0,4.64734856195983,3,1,18.4640373982003,48.713539787806,1
0,8.62580307972737,3,1,29.0731571876005,71.0930029645178,1
0,5.90802084983118,2,3,22.7220527560155,48.7435289761852,1
0,7.289,1,1,28.6,60.9,1
0,4.546,3,1,29.1,71.2,1
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.892768570729,1,3,23.1790588882854,44.6605385849032,0
1,8.2411440630857,1,3,18.4658864014169,46.4332272684958,0
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,0
3,6.15079437126564,3,2,29.2919184540012,69.4809071397277,0
1,5.9853881491159,1,1,29.7579383339154,57.4764441161868,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
3,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,0
3,6.56264673175754,3,1,18.9158226957859,41.1797919259726,0
1,7.06448381546539,2,3,16.8888592151186,32.1579955975288,0
3,9.65745822347511,3,2,15.4654387147165,57.692714220066,0
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,0
1,5.51069377495218,2,1,29.7014208760777,59.215715596155,0
3,7.65738600387938,2,2,31.1366947853453,74.5131891945458,0
3,8.03281328443527,3,2,30.0908574816936,79.3105372239801,0
3,8.36929809167116,3,1,25.1050474489571,45.4763808143164,0
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
3,5,2,1,20,70,0
1,7,3,2,30,50,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
3,9.128,2,2,15.7,40.6,0
2,7.627,1,2,23.9,69.8,0
1,5.689,2,1,20.8,57.5,0
3,6.917,3,2,18.9,67.1,0
1,9.121,1,3,26.1,61.9,0
3,7.318,2,3,22.3,68.5,0
2,8.556,1,1,19.6,60.7,0
1,4.372,2,2,27.2,55.2,0
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
3,7.428,3,3,26.9,68.2,0
1,7.134,1,3,31,52.6,0
2,4.813,1,1,30,71.8,0
3,6.698,3,3,21.5,69.6,0
3,6.658,1,3,27.8,54.6,0
1,6.348,2,3,22.6,63.1,0
3,7.392,1,3,31.1,68.6,0
3,7.528,2,3,22,70.4,0
2,8.721,3,3,24.1,55.6,0
1,5.813,1,3,26,60.2,0
2,6.817,3,3,26.3,61.1,0
3,9.034,2,3,31.7,61,0
2,5.652,3,3,28,70.2,0
1,4.934,1,3,24.5,61.7,0
3,6.732,2,3,21.7,56.9,0
1,7.05142414698822,3,3,27.7018730173529,79.3000531911435,0
1,8.902,3,1,15.2,43.7,0
1,5.789,3,3,20.2,55,0
1,8.745,2,3,20.6,70.5,0
1,5.922,1,3,26.8,70.6,0
