Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
3,5,2,1,20,70,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
1,4.789,1,1,31.6,68.9,0
3,9.128,2,2,15.7,40.6,0
3,6.917,3,2,18.9,67.1,0
3,7.318,2,3,22.3,68.5,0
2,8.556,1,1,19.6,60.7,0
3,9.872,1,1,17.1,49.7,0
3,7.428,3,3,26.9,68.2,0
1,7.134,1,3,31,52.6,0
3,8.317,2,3,27.5,60.3,0
3,6.698,3,3,21.5,69.6,0
1,4.776,2,3,24.8,70.7,0
3,6.658,1,3,27.8,54.6,0
3,7.392,1,3,31.1,68.6,0
2,5.789,3,3,20.2,55,0
3,7.528,2,3,22,70.4,0
2,8.721,3,3,24.1,55.6,0
1,5.813,1,3,26,60.2,0
3,9.263,2,3,22.4,69.2,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
3,9.034,2,3,31.7,61,0
2,5.652,3,3,28,70.2,0
1,4.934,1,3,24.5,61.7,0
3,6.732,2,3,21.7,56.9,0
