Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
1,5.67187878541967,2,3,22.4403617158557,43.8690591490566,0
1,9.17862055525356,2,2,20.5986779389189,54.7210152351291,0
3,6.18177761427576,1,1,28.934743307283,64.7874344492309,0
1,6,1,3,22,55,0
2,4.96732772352403,2,1,16.4113749480086,35.5598741153076,0
1,5.19229408920503,1,1,31.7196024102441,61.59186060849,0
1,8.892768570729,1,3,23.1790588882854,44.6605385849032,0
2,8.37404300824592,1,2,18.1287408534217,63.6259228038519,0
1,5.9853881491159,1,1,29.7579383339154,57.4764441161868,0
3,7.82534482813128,1,1,22.1194535730252,37.1495841026418,0
3,9.32327645545796,2,3,30.1569222092874,68.0755315858736,0
2,8.27946872333797,1,3,15.9200528404351,34.2053403057499,0
2,6.5652461101513,2,1,24.8323175023366,34.2418857042596,0
3,7.81846246758268,1,2,22.9700946879475,70.6399783628751,0
1,5.88613588645796,3,2,27.3170019610443,77.3624288691929,0
1,8.53330683125829,2,1,25.0627251716018,68.8573457963718,0
3,7.2360534514939,2,1,24.1650578098303,67.3022439632712,0
3,8.84464093098438,2,1,25.9123357863187,59.168438254858,0
3,9.37654779954096,2,3,33.8292961755305,78.1086274237271,0
3,9.83069249632576,2,2,27.5788569355977,52.7270532383887,0
3,7.01607413937317,1,2,34.8101028400135,52.7828376392856,0
3,6.93671656166538,1,3,32.1682550368602,59.1828055925436,0
2,5.452331629069,3,3,30.0174213558299,78.7197403833083,0
2,7.21464810444855,2,3,22.7840335746833,75.5463592246921,0
2,9.01181497353543,2,3,33.1076395283853,77.4899956645962,0
2,7.54535765912945,3,2,34.0121429387511,76.6364241677007,0
2,8.06538617105369,3,1,26.4687577624657,73.3031944750204,0
2,7.445,3,1,18.3,48.7,0
2,8.318,2,3,20.1,62.5,0
3,5.932,2,1,17.8,46.2,0
2,6.356,3,3,30.8,63.7,0
2,7.627,1,2,23.9,69.8,0
2,8.902,3,1,15.2,43.7,0
3,7.318,2,3,22.3,68.5,0
2,8.556,1,1,19.6,60.7,0
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
1,6.832,3,3,31.7,47.8,0
3,7.428,3,3,26.9,68.2,0
2,8.745,2,3,20.6,70.5,0
3,8.317,2,3,27.5,60.3,0
2,4.813,1,1,30,71.8,0
2,5.163,3,3,31.5,50.8,0
1,4.776,2,3,24.8,70.7,0
2,5.789,3,3,20.2,55,0
1,8.263,1,3,30.6,47.5,0
1,5.813,1,3,26,60.2,0
3,9.263,2,3,22.4,69.2,0
2,6.817,3,3,26.3,61.1,0
1,8.012,1,3,20.9,55.8,0
1,5.922,1,3,26.8,70.6,0
2,5.652,3,3,28,70.2,0
3,6.732,2,3,21.7,56.9,0
