Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
3,9.872,1,1,17.1,49.7,0
2,4.649,2,3,28.5,55.1,0
3,7.428,3,3,26.9,68.2,0
2,8.745,2,3,20.6,70.5,0
3,8.317,2,3,27.5,60.3,0
2,4.813,1,1,30,71.8,0
1,5.334,3,2,17.6,57.7,0
1,6.348,2,3,22.6,63.1,0
3,7.392,1,3,31.1,68.6,0
2,5.789,3,3,20.2,55,0
2,8.721,3,3,24.1,55.6,0
1,5.813,1,3,26,60.2,0
3,9.263,2,3,22.4,69.2,0
3,6.456,2,3,24.9,70.8,0
1,5.922,1,3,26.8,70.6,0
3,9.034,2,3,31.7,61,0
2,5.652,3,3,28,70.2,0
1,4.934,1,3,24.5,61.7,0
